critic,fresh,imdb,publication,quote,review_date,rtid,title
Desmond Ryan,rotten,90685.0,Philadelphia Inquirer,I mean no disrespect to Rodney Dangerfield in suggesting that Back to School is a comedy that belongs back on the drawing board.,2013-08-01,10655.0,Back to School
Kevin Thomas,fresh,90685.0,Los Angeles Times,Dangerfield seems to be setting the film's brisk pace and flawless timing himself.,2013-08-01,10655.0,Back to School
Gene Siskel,fresh,90685.0,Chicago Tribune,"In this very funny Rodney Dangerfield comedy, there has been an important shift in Rodney's entertainment persona, a shift that has made this small film a monster hit.",2013-01-16,10655.0,Back to School
Dave Kehr,fresh,90685.0,Chicago Reader,"It's a good character for Dangerfield, one that veers him away from the 'I don't get no respect' pathos that comes too easily to him, and enough attention is paid to the minimal plot to integrate Dangerfield's classically constructed one-liners.",2008-02-27,10655.0,Back to School
,fresh,90685.0,Time Out,[An] acceptable time-passer.,2006-01-26,10655.0,Back to School
Nina Darnton,fresh,90685.0,New York Times,"The film is a good-natured potpourri of gags, funny bits, populist sentiment and anti-intellectualism.",2003-05-21,10655.0,Back to School
Roger Ebert,fresh,90685.0,Chicago Sun-Times,This is exactly the sort of plot Marx or Fields could have appeared in. Dangerfield brings it something they might also have brought along: a certain pathos.,2000-01-01,10655.0,Back to School
Gene Siskel,rotten,91188.0,Chicago Tribune,"This is the most disappointing film of the year, considering its pedigree -- a Mike Nichols film from a Nora Ephron script, starring Meryl Streep and Jack Nicholson.",2013-01-16,14102.0,Heartburn
Richard Schickel,fresh,87538.0,TIME Magazine,This film's art consists entirely of hiding the cynicism of its calculations under an agreeably modest and disarming manner.,2008-08-01,12780.0,The Karate Kid
Variety Staff,fresh,87538.0,Variety,"Morita is simply terrific, bringing the appropriate authority and wisdom to the part.",2007-03-21,12780.0,The Karate Kid
Geoff Andrew,rotten,87538.0,Time Out,"A surprise summer hit in the States, this is another film-making-by-numbers exercise in teenage wish-fulfilment.",2006-06-24,12780.0,The Karate Kid
Roger Ebert,fresh,87538.0,Chicago Sun-Times,"An exciting, sweet-tempered, heart-warming story with one of the most interesting friendships in a long time.",2004-10-23,12780.0,The Karate Kid
Janet Maslin,fresh,87538.0,New York Times,"The Karate Kid exhibits warmth and friendly, predictable humor, its greatest assets.",2003-05-20,12780.0,The Karate Kid
Dave Kehr,rotten,87538.0,Chicago Reader,"It's primitive, predatory stuff.",2000-01-01,12780.0,The Karate Kid
Jonathan Rosenbaum,rotten,97647.0,Chicago Reader,The pattern has so calcified that Gene Autry westerns seem like models of moral complexity by comparison.,2010-06-09,11937.0,"The Karate Kid, Part III"
Variety Staff,fresh,97958.0,Variety,Solid family fare with plenty of yocks.,2007-11-27,10856.0,Christmas Vacation
Janet Maslin,rotten,97958.0,New York Times,"The new film does little more than reintroduce these familiar characters (with new actors playing the children, who would otherwise be college age by now) and let them get on one another's nerves in earnest.",2003-05-20,10856.0,Christmas Vacation
James Berardinelli,rotten,97958.0,ReelViews,One of the great unanswered questions in Hollywood is how Chevy Chase still gets work.,2001-02-13,10856.0,Christmas Vacation
Roger Ebert,rotten,97958.0,Chicago Sun-Times,"Sequence after sequence seems to contain all the necessary material, to be well on the way toward a payoff, and then it somehow doesn't work.",2000-01-01,10856.0,Christmas Vacation
Rita Kempley,fresh,97958.0,Washington Post,"Christmas Vacation may not be a fancy package, but it is a diverting stocking stuffer.",2000-01-01,10856.0,Christmas Vacation
Lisa Alspector,fresh,128853.0,Chicago Reader,"The coincidences that make the destined lovers' paths cross aren't contrived with much finesse, but the characters get in some decidedly clever lines.",2011-05-27,10050.0,You've Got Mail
Geoff Andrew,rotten,128853.0,Time Out,"The clumsily loaded characterisation not only treats almost every other figure as dispensable, but doesn't even bother to make Meg and Tom properly sympathetic.",2006-02-09,10050.0,You've Got Mail
Jeff Millar,fresh,128853.0,Houston Chronicle,"Mail may not be as romantic as Sleepless, but it's wittier.",2005-07-21,10050.0,You've Got Mail
Jeff Strickler,fresh,128853.0,Minneapolis Star Tribune,A love story destined to be remembered as one of the best of the decade.,2002-11-06,10050.0,You've Got Mail
Rick Groen,rotten,128853.0,Globe and Mail,"Fully-stocked, well-oiled and soulless, You've Got Mail sure feels like a franchise operation -- all that's missing is a greeter and a discount card.",2002-07-12,10050.0,You've Got Mail
Ruthe Stein,fresh,128853.0,San Francisco Chronicle,"Every time You've Got Mail is about to choke on its own cleverness, it's resuscitated by its extremely likable -- oh heck, let's just call them lovable -- stars.",2002-06-18,10050.0,You've Got Mail
Jack Mathews,fresh,128853.0,Los Angeles Times,"There's no denying the chemistry between Hanks, whose comparisons to Jimmy Stewart are becoming annoyingly accurate, and Ryan, whose schoolgirl cuteness is finally taking on a layer of matured confidence.",2001-02-14,10050.0,You've Got Mail
J. Hoberman,rotten,128853.0,Village Voice,Not only about PCs; it appears to have been dictated by one.,2000-01-01,10050.0,You've Got Mail
Janet Maslin,fresh,128853.0,New York Times,"Even if you already live on the Upper West Side, you might feel the urge to move there before the film is over.",2000-01-01,10050.0,You've Got Mail
Philip Wuntch,fresh,128853.0,Dallas Morning News,You've Got Mail provides a perfectly cuddly night at the movies!,2000-01-01,10050.0,You've Got Mail
Michael Wilmington,rotten,128853.0,Chicago Tribune,The whole movie goes bland and flat as a fast-food knish or a blank computer screen.,2000-01-01,10050.0,You've Got Mail
Lisa Schwarzbaum,fresh,128853.0,Entertainment Weekly,Seductive!,2000-01-01,10050.0,You've Got Mail
Michael O'Sullivan,rotten,128853.0,Washington Post,This film made me feel like a Christmas goose being fattened for slaughter. Its force-fed diet of whimsy cloyed long before the eagerly anticipated romantic payoff arrived to put me out of my misery.,2000-01-01,10050.0,You've Got Mail
Roger Ebert,fresh,128853.0,Chicago Sun-Times,Ryan and Hanks have more winning smiles than most people have expressions!,2000-01-01,10050.0,You've Got Mail
Robert Horton,rotten,128853.0,Film.com,"Like e-mail, this movie is a message delivery system, no more.",2000-01-01,10050.0,You've Got Mail
Lael Loewenstein,fresh,128853.0,Variety,Winning romantic comedy and great date movie!,2000-01-01,10050.0,You've Got Mail
Eleonore Snow,fresh,128853.0,Mr. Showbiz,A sweetly sentimental romance that shrewdly capitalizes on the foolproof allure of its stars.,2000-01-01,10050.0,You've Got Mail
James Berardinelli,fresh,128853.0,ReelViews,It's a feel-good movie that offers enough comedy and romance to warm the heart without risking a sentimental overdose.,2000-01-01,10050.0,You've Got Mail
Jay Carr,fresh,128853.0,Boston Globe,"Warm, smart, and funny!",2000-01-01,10050.0,You've Got Mail
Susan Stark,fresh,128853.0,Detroit News,"It lacks the freshness of the first film, but it's still a charmer.",2000-01-01,10050.0,You've Got Mail
Geoff Andrew,fresh,120863.0,Time Out,"It's a genuinely epic cine-poem that essentially sidesteps history, politics and conventional ethics to deal with war as an absolute, inevitable and eternal facet of existence.",2006-02-09,15744.0,The Thin Red Line
Roger Ebert,fresh,120863.0,Chicago Sun-Times,Fascinating!,2000-01-01,15744.0,The Thin Red Line
Todd McCarthy,fresh,120863.0,Variety,"A complex, highly talented work marked by intellectual and philosophical ambitions!",2000-01-01,15744.0,The Thin Red Line
Jack Mathews,fresh,120863.0,Los Angeles Times,"A haunting, scattered reminiscence piece, where the mind is allowed to drift through its memories, and retrieve impressions of the beautiful and the hideous, the serene and the hysterical, the banal and the profound.",2000-01-01,15744.0,The Thin Red Line
Owen Gleiberman,fresh,120863.0,Entertainment Weekly,"The Thin Red Line is an epic aestheticization of World War II, a movie at once bold and baffling, immediate and abstract.",2000-01-01,15744.0,The Thin Red Line
David Hunter,fresh,120863.0,Hollywood Reporter,An uncannily timed movie phenomenon!,2000-01-01,15744.0,The Thin Red Line
Norman Green,fresh,120863.0,Film.com,"It wrestles with complexity, speaks to us in poetry, weaves multiple narrative strands into a tapestry, opens the festering wounds of war and gazes inside without blinking.",2000-01-01,15744.0,The Thin Red Line
Michael Wilmington,fresh,120863.0,Chicago Tribune,One of the most curious and perversely brilliant films ever made!,2000-01-01,15744.0,The Thin Red Line
J. Hoberman,fresh,120863.0,Village Voice,"At two hours and 45 minutes, The Thin Red Line gives ample evidence of suffering all manner of cuts, if not having been simply hacked into its final shape. But this violence only adds to the movie's brave, strange, eroded nobility.",2000-01-01,15744.0,The Thin Red Line
Janet Maslin,fresh,120863.0,New York Times,Intermittently brilliant!,2000-01-01,15744.0,The Thin Red Line
Susan Stark,fresh,120863.0,Detroit News,Takes war to a stirring level!,2000-01-01,15744.0,The Thin Red Line
Richard T. Jameson,fresh,120863.0,Mr. Showbiz,There has been no American film in 1998 with larger ambitions!,2000-01-01,15744.0,The Thin Red Line
Jay Carr,fresh,120863.0,Boston Globe,Malick hasn't lost his knack for impressive visuals!,2000-01-01,15744.0,The Thin Red Line
Nigel Floyd,fresh,133751.0,Time Out,"This smart, involving sci-fi picture, set in an Ohio high school, pays homage to several genre faves, notably Invasion of the Body Snatchers and The Thing.",2006-01-26,13701.0,The Faculty
Gary Dauphin,fresh,133751.0,Village Voice,"Since the codes of science fiction are different from horror's cant, the patented Williamson method doesn't make a perfect fit with the material; Faculty's fun, but less fun than it could be.",2000-01-01,13701.0,The Faculty
Charles Taylor,fresh,133751.0,Salon.com,"Just whiskers away from being really snazzy, ""The Faculty"" still manages to make for a fun night out.",2000-01-01,13701.0,The Faculty
Eleonore Snow,rotten,129290.0,Mr. Showbiz,"By the end of it, you may feel like tripping a stranger just to shake off the sticky-sweet residue.",2000-01-01,12824.0,Patch Adams
Roger Ebert,rotten,129290.0,Chicago Sun-Times,"It extracts tears individually by liposuction, without anesthesia!",2000-01-01,12824.0,Patch Adams
Lisa Schwarzbaum,rotten,129290.0,Entertainment Weekly,Offensive and deeply false 'inspirational!',2000-01-01,12824.0,Patch Adams
Rita Kempley,rotten,129290.0,Washington Post,Those in sore need of busting a gut had better look elsewhere for comic relief.,2000-01-01,12824.0,Patch Adams
Mark Caro,rotten,129290.0,Chicago Tribune,Almost every scene triggers a sense of deja vu!,2000-01-01,12824.0,Patch Adams
Philip Wuntch,fresh,129290.0,Dallas Morning News,A sure-fire crowd-pleaser!,2000-01-01,12824.0,Patch Adams
Janet Maslin,rotten,129290.0,New York Times,"Here is the year's least welcome technological advance, the computer-generated butterfly meant to provide a touch of magic for a film that has none of its own.",2000-01-01,12824.0,Patch Adams
Tom Keogh,fresh,129290.0,Film.com,"A perfectly fine, play-it-safe vehicle for Robin Williams that showcases both his great gift for improvisational comedy and his ability to make a heartfelt connection.",2000-01-01,12824.0,Patch Adams
Jay Carr,rotten,129290.0,Boston Globe,"Instead of drama, Patch Adams gives us mere iconography, and wastes Williams's iconoclastic dedicated doc.",2000-01-01,12824.0,Patch Adams
Susan Stark,fresh,129290.0,Detroit News,A movie of depth and delight!,2000-01-01,12824.0,Patch Adams
Lisa Schwarzbaum,rotten,120686.0,Entertainment Weekly,A lab-engineered weepie!,2000-01-01,10393.0,Stepmom
Philip Wuntch,fresh,120686.0,Dallas Morning News,"When Susan Sarandon wants you to cry, you cry. When Julia Roberts wants you to smile, you smile.",2000-01-01,10393.0,Stepmom
Robert Horton,rotten,120686.0,Film.com,A very bland pudding!,2000-01-01,10393.0,Stepmom
Susan Stark,fresh,120686.0,Detroit News,"Not since 1979's Kramer vs. Kramer has a mainstream movie more accurately, insightfully, humorously or tear-jerkingly dramatized family life in our time than Stepmom!",2000-01-01,10393.0,Stepmom
Stephen Hunter,fresh,120686.0,Washington Post,Never feels either real enough to move us deeply or bubbly enough to make us forget our woes.,2000-01-01,10393.0,Stepmom
Janet Maslin,fresh,120686.0,New York Times,These two actresses are so galvanized and team up so well that the women's relationship soon upstages anything having to do with the man.,2000-01-01,10393.0,Stepmom
Eleonore Snow,rotten,120686.0,Mr. Showbiz,"It's a film that takes valid, complex family dynamics regarding divorce, remarriage, and parenting and reduces it all to bitchy catfighting, obvious button-pushing, and tawdry cliches.",2000-01-01,10393.0,Stepmom
Michael Wilmington,rotten,120686.0,Chicago Tribune,"Too loud, bright and shallow for its subject!",2000-01-01,10393.0,Stepmom
Todd McCarthy,rotten,120686.0,Variety,It's merely a soap opera with elevated production values and a sterling cast.,2000-01-01,10393.0,Stepmom
James Berardinelli,rotten,120686.0,ReelViews,"The script is a mishmash of cliches, inferior melodrama, and howlingly embarrassing dialogue, and the director, Chris Columbus, shows no evidence that he understands the meaning of the term 'subtle'.",2000-01-01,10393.0,Stepmom
Susan Wloszczyna,fresh,120686.0,USA Today,Who knew Sarandon's headlight eyes and Roberts' high-beam smile would complement one another so well?,2000-01-01,10393.0,Stepmom
Emanuel Levy,fresh,120633.0,Variety,"Based on a true story, this is an intelligent legal thriller, very much in the mode of 1970s issue-oriented films, that may be too subtle and complex for the damands of today's market.",2006-06-01,10500.0,A Civil Action
,rotten,120633.0,Time Out,"Delivering the verdict two thirds into the movie is anti-climactic, while Schlichtmann's belated atonement feels beside the point.",2006-02-09,10500.0,A Civil Action
Kenneth Turan,rotten,120633.0,Los Angeles Times,"As proficient a job as writer-director Steve Zaillian and his team do, A Civil Action has unmistakably unraveled by its close.",2001-02-14,10500.0,A Civil Action
Mick LaSalle,fresh,120633.0,San Francisco Chronicle,Travolta captures the complexity of a man whose motives for doing good have as much to do with vanity as anything else.,2000-01-01,10500.0,A Civil Action
Janet Maslin,fresh,120633.0,New York Times,"The story presents both Schlichtmann and the civil court system as stubbornly complicated. And it tells a finely nuanced tale of right, wrong and the gray area in between.",2000-01-01,10500.0,A Civil Action
James Berardinelli,fresh,120633.0,ReelViews,Zaillian managed to surprise me by crafting a courtroom drama which is sufficiently different and thought-provoking that I can recommend it with a clear conscience.,2000-01-01,10500.0,A Civil Action
J. Hoberman,rotten,120633.0,Village Voice,"A slick, shameless job that takes way too long to make its point (namely, we need the EPA).",2000-01-01,10500.0,A Civil Action
Charles Taylor,rotten,120633.0,Salon.com,"Millions of people read Harr's gripping bestseller, but Steven Zaillian may be the only one who didn't understand it.",2000-01-01,10500.0,A Civil Action
Roger Ebert,fresh,120633.0,Chicago Sun-Times,Like John Grisham for grownups.,2000-01-01,10500.0,A Civil Action
Paul Tatara,rotten,120633.0,CNN.com,"Schlichtmann may have gone through this conversion in real life, but I just didn't buy it the way Zaillian presents it.",2000-01-01,10500.0,A Civil Action
Peter Rainer,rotten,120633.0,New York Magazine,"I'm all for films that don't flow from the usual Hollywood test tubes, but A Civil Action is basically the standard formula with a dash of downbeat.",2000-01-01,10500.0,A Civil Action
Jonathan Lethem,fresh,119336.0,Salon.com,"Hurlyburly earns its keep, in the end, with writerly flash and dramatic virtuosity.",2000-01-01,14504.0,Hurlyburly
Derek Elley,fresh,120514.0,Variety,A tony biopic that manages to combine an upfront portrayal of the scribe's gayness with an often moving examination of his broader emotions and artistic ideals.,2009-03-26,14071.0,Wilde
Stephen Garrett,fresh,120514.0,Time Out,"If anybody was born to play Oscar Wilde, it must have been Stephen Fry: not only does he look like the Green Carnation Man, but he himself is often portrayed as being too clever, too complex for his own good.",2006-01-26,14071.0,Wilde
Kevin Thomas,fresh,120514.0,Los Angeles Times,Likely to remain the definitive screen treatment of Oscar Wilde for years to come.,2001-02-14,14071.0,Wilde
Carol Lloyd,rotten,120514.0,Salon.com,"The closest thing the movie has to a point of view is a tendentious and mystifying voice-over, in which Fry reads excerpts from Wilde's fairy tale about a selfish giant who banishes his children from his garden.",2000-01-01,14071.0,Wilde
Janet Maslin,fresh,120514.0,New York Times,"Mr. Fry's warmly sympathetic performance finds the gentleness beneath the wit. He conveys the sense of a man at the mercy of forces he cannot control, not least of them his own brittle genius.",2000-01-01,14071.0,Wilde
Roger Ebert,fresh,120514.0,Chicago Sun-Times,Stephen Fry brings a depth and gentleness to the role that says what can be said about Oscar Wilde: that he was a funny and gifted idealist in a society that valued hypocrisy above honesty.,2000-01-01,14071.0,Wilde
Mick LaSalle,fresh,120514.0,San Francisco Chronicle,"Bosie is one of history's legendary bad boyfriends, and Jude Law plays him to the hilt. He's spoiled and angry, flies into bug-eyed rages and seems bent on destroying Wilde and his work.",2000-01-01,14071.0,Wilde
Desson Thomson,rotten,120699.0,Washington Post,This movie gets thrown unceremoniously to the ground.,2000-01-01,16307.0,The Hi-Lo Country
John Anderson,rotten,120699.0,Newsday,"Big emotion, big country, medium payoff.",2000-01-01,16307.0,The Hi-Lo Country
Todd McCarthy,fresh,120699.0,Variety,An outstanding performance by Woody Harrelson!,2000-01-01,16307.0,The Hi-Lo Country
Elizabeth Weitzman,rotten,120699.0,Film.com,An ultimately overwrought project!,2000-01-01,16307.0,The Hi-Lo Country
Dennis Lim,rotten,120699.0,Village Voice,"A perfunctory, often dreary love-triangle melodrama.",2000-01-01,16307.0,The Hi-Lo Country
Rod Dreher,fresh,120699.0,New York Post,"Woody Harrelson's surprisingly credible, yippie-ki-yay performance as the last of the old-time cowboys is the only reason - but just reason enough - to see THE HI-LO COUNTRY.",2000-01-01,16307.0,The Hi-Lo Country
Lisa Schwarzbaum,rotten,120699.0,Entertainment Weekly,"Everything is in place for a mythic drama, except the players, who don't begin to fill the boots of the archetypes they're meant to be.",2000-01-01,16307.0,The Hi-Lo Country
Stephen Holden,fresh,120699.0,New York Times,"For all its deficiencies and misplaced emphases, The Hi-Lo Country still offers plenty of action and color.",2000-01-01,16307.0,The Hi-Lo Country
Michael Atkinson,rotten,120699.0,Mr. Showbiz,Tepid and unconvincing!,2000-01-01,16307.0,The Hi-Lo Country
Kenneth Turan,fresh,120699.0,Los Angeles Times,"High quality, beautifully shot!",2000-01-01,16307.0,The Hi-Lo Country
Stephen Holden,fresh,150915.0,New York Times,One of the most insightful and wrenching portraits of the joys and tribulations of being a classical musician ever filmed.,2000-01-01,16755.0,Hilary and Jackie
Jonathan Foreman,fresh,150915.0,New York Post,"GUTSY, moving, provocative, intelligent and thoroughly grown-up, Hilary and Jackie is one of the best movies of the year.",2000-01-01,16755.0,Hilary and Jackie
James Berardinelli,fresh,150915.0,ReelViews,This is as rich and powerful a film as has been released in 1998!,2000-01-01,16755.0,Hilary and Jackie
Jack Mathews,fresh,150915.0,Los Angeles Times,A superb biographical account of the tragic life of cellist Jacqueline Du Pre and of the complex relationship between her and her older sister!,2000-01-01,16755.0,Hilary and Jackie
Kevin Maynard,fresh,150915.0,Mr. Showbiz,"A flawed but powerful Shine-esque tale of love, music, and madness!",2000-01-01,16755.0,Hilary and Jackie
Roger Ebert,fresh,150915.0,Chicago Sun-Times,An extraordinary film!,2000-01-01,16755.0,Hilary and Jackie
Michael O'Sullivan,fresh,150915.0,Washington Post,Profound and haunting!,2000-01-01,16755.0,Hilary and Jackie
Peter Brunette,fresh,150915.0,Film.com,"The acting by Emily Watson and Rachel Griffiths, playing Jackie and Hilary, respectively, as adults, is first-rate.",2000-01-01,16755.0,Hilary and Jackie
Lisa Alspector,fresh,180093.0,Chicago Reader,A staccato narrative parallels the experiences and hallucinations of a woman on drugs with those of her son and his friends.,2011-09-20,17949.0,Requiem for a Dream
Geoff Andrew,fresh,180093.0,Time Out,"Burnished camerawork and ex-Pop Will Eat Itself head Mansell's part-punchy, part-elegiac score reinforce and counterpoint the increasingly nightmarish visuals.",2006-06-24,17949.0,Requiem for a Dream
Peter Travers,fresh,180093.0,Rolling Stone,"[It] may be a bummer to some audiences, so harsh is its view of the drug culture. But no one interested in the power and magic of movies should miss it.",2001-05-08,17949.0,Requiem for a Dream
Terry Lawson,fresh,180093.0,Detroit Free Press,"Conveys, visually, sonically and dramatically, the siren call of addiction like no other movie has.",2001-01-19,17949.0,Requiem for a Dream
Glenn Lovell,fresh,180093.0,San Jose Mercury News,"Both bleak and bleakly funny, appalling in its excesses and exhilarating in its execution.",2001-01-19,17949.0,Requiem for a Dream
Rene Rodriguez,fresh,180093.0,Miami Herald,Remarkable -- easily the most searing movie-going experience of the year.,2001-01-19,17949.0,Requiem for a Dream
Desmond Ryan,fresh,180093.0,Philadelphia Inquirer,Aronofsky has fashioned a chilling vision that lives up to the caustic irony of its title and gives us a nightmare that is not lightly forgotten.,2001-01-19,17949.0,Requiem for a Dream
Jonathan Rosenbaum,rotten,180093.0,Chicago Reader,"Unfortunately, once Requiem for a Dream accumulates all this elaborate and suggestive paraphernalia, it plummets in an inexorable, almost mechanical spiral.",2000-10-06,17949.0,Requiem for a Dream
,rotten,180093.0,Hollywood Reporter,Merely uses innovative means to tell a trite story.,2000-01-01,17949.0,Requiem for a Dream
Ernest Hardy,rotten,180093.0,Film.com,[Aronofsky] shoots himself in the foot repeatedly.,2000-01-01,17949.0,Requiem for a Dream
Susan Stark,rotten,180093.0,Detroit News,It's a downer -- and far more because of Aronofsky's vanity than because of Selby's brutally candid story.,2000-01-01,17949.0,Requiem for a Dream
Steve Murray,fresh,180093.0,Atlanta Journal-Constitution,Film lovers with a high threshold for unpleasantness will get a contact high from Aronofsky's muscular manipulations of imagery and editing.,2000-01-01,17949.0,Requiem for a Dream
Roger Ebert,fresh,180093.0,Chicago Sun-Times,"Aronofsky brings a new urgency to the drug movie by trying to reproduce, through his subjective camera, how his characters feel, or want to feel, or fear to feel.",2000-01-01,17949.0,Requiem for a Dream
,rotten,180093.0,CNN.com,"Once again, a young director with a wildly overpraised debut film has decided to forgo good taste in favor of advertising his own far-reaching ""bravery.""",2000-01-01,17949.0,Requiem for a Dream
Owen Gleiberman,fresh,180093.0,Entertainment Weekly,Requiem for a Dream may be the first movie to fully capture the way that drugs dislocate us from ourselves.,2000-01-01,17949.0,Requiem for a Dream
Michael Wilmington,fresh,180093.0,Chicago Tribune,Something like a poetry of degradation and sorrow.,2000-01-01,17949.0,Requiem for a Dream
Eric Harrison,fresh,180093.0,Houston Chronicle,"It's a dose of speed, and you can't say no.",2000-01-01,17949.0,Requiem for a Dream
Peter Brunette,fresh,180093.0,Film.com,This is like no other film you've ever seen.,2000-01-01,17949.0,Requiem for a Dream
Jay Carr,rotten,180093.0,Boston Globe,It's two hours of slumming in a vision of hell hatched from bourgeois comfort.,2000-01-01,17949.0,Requiem for a Dream
Owen Gleiberman,fresh,139699.0,Entertainment Weekly,Slickly enjoyable!,2000-01-01,13150.0,Varsity Blues
James Berardinelli,rotten,139699.0,ReelViews,"Although the film takes a worthwhile detour or two, it ultimately finds its way back to the well-worn track of its genre.",2000-01-01,13150.0,Varsity Blues
Kevin Maynard,rotten,139699.0,Mr. Showbiz,Already a prime candidate for 1999's worst!,2000-01-01,13150.0,Varsity Blues
Robert Horton,rotten,139699.0,Film.com,Varsity Blues eventually fizzles out badly!,2000-01-01,13150.0,Varsity Blues
Roger Ebert,rotten,139699.0,Chicago Sun-Times,"Scenes work, but they don't pile up and build momentum.",2000-01-01,13150.0,Varsity Blues
John Petrakis,fresh,139699.0,Chicago Tribune,"The football scenes are involving, the acting is up to snuff, and there is something about those last days of high school that remains a solid background for even the most familiar of stories.",2000-01-01,13150.0,Varsity Blues
Melissa Morrison,fresh,139699.0,Arizona Republic,Excellent casting!,2000-01-01,13150.0,Varsity Blues
Mike Musgrove,fresh,139699.0,Washington Post,It delivers the goods in a fresh manner.,2000-01-01,13150.0,Varsity Blues
Joe Leydon,rotten,139699.0,Variety,An unappetizing mix of raucously vulgar comedy and teen-angst melodrama.,2000-01-01,13150.0,Varsity Blues
Stephen Holden,rotten,139699.0,New York Times,A paint-by-numbers story that offers no surprises and a hero and villain etched in white and black with few shades of gray.,2000-01-01,13150.0,Varsity Blues
Michael Rechtshaffen,rotten,139699.0,Hollywood Reporter,"Tired, corn-fed storyline and generic, plug-and-play direction!",2000-01-01,13150.0,Varsity Blues
Lisa Schwarzbaum,rotten,120458.0,Entertainment Weekly,Your average winter cold follows a less predictable course.,2010-07-06,14638.0,Virus
Lisa Alspector,rotten,120458.0,Chicago Reader,"Until the diverting special effects take center stage, this story, about an alien intelligence that builds an army out of flesh and metal, pathetically exploits genre conventions without generating self-reference, camp, or thrills.",2007-04-25,14638.0,Virus
Joe Leydon,rotten,120458.0,Variety,A derivative sci-fi shocker that isn't likely to spark much interest beyond its target audience of undemanding genre fans.,2007-04-25,14638.0,Virus
,rotten,120458.0,Time Out,"While he can fling together a competent action or special effects sequence, his handling of the plot and actors is strictly routine.",2006-06-24,14638.0,Virus
Rick Groen,rotten,120458.0,Globe and Mail,"Frankly, about 20 minutes into this dud, I was rooting for the alien beasties.",2003-04-25,14638.0,Virus
Kevin Thomas,fresh,120458.0,Los Angeles Times,"An unpretentious, amusing thrill-a-minute sci-fi horror thriller / monster movie that plugs right into fears of a Y2K crisis.",2001-02-14,14638.0,Virus
Rod Dreher,rotten,120458.0,New York Post,Completely predictable and largely fright-free!,2000-01-01,14638.0,Virus
Paul Tatara,rotten,120458.0,CNN.com,"The monsters themselves are quite a bit less than frightening, most of them being little mechanical gadgets with spidery legs and not much resistance to machine-gun fire.",2000-01-01,14638.0,Virus
Bob Graham,rotten,120458.0,San Francisco Chronicle,"The dialogue tends toward the obvious, and the characters are constantly explaining what is happening to one another.",2000-01-01,14638.0,Virus
James Berardinelli,rotten,120458.0,ReelViews,95 minutes of unrelieved tedium.,2000-01-01,14638.0,Virus
Lawrence Van Gelder,rotten,120458.0,New York Times,As long on adrenaline and special effects as it is short on genuine novelty and intellectual content.,2000-01-01,14638.0,Virus
Michael Atkinson,rotten,120458.0,Mr. Showbiz,There isn't much about Virus that you won't know by guessing.,2000-01-01,14638.0,Virus
Roger Ebert,rotten,120458.0,Chicago Sun-Times,"The last shot is an homage to The African Queen, a movie I earnestly recommend instead of this one.",2000-01-01,14638.0,Virus
Caryn James,rotten,93072.0,New York Times,The Garbage Pail Kids Movie is enough to make you believe in strict and faraway boarding schools.,2003-05-20,10337.0,The Garbage Pail Kids Movie
Gene Siskel,rotten,91225.0,Chicago Tribune,Who was this stupid film made for?,2013-01-16,12688.0,Howard the Duck
Pat Graham,rotten,91225.0,Chicago Reader,"The duck doesn't fly, but did anyone ever really think it would?",2007-04-25,12688.0,Howard the Duck
,rotten,91225.0,Variety,"Daffy Duck will be pleased to hear he didn't miss any career opportunities when he wasn't chosen to star in Howard the Duck, although producers certainly could have benefited from his talents.",2007-04-25,12688.0,Howard the Duck
Derek Adams,rotten,91225.0,Time Out,[An] aimless movie.,2006-06-24,12688.0,Howard the Duck
Caryn James,rotten,91225.0,New York Times,"Choose the part that suits your taste, but this is a case where half a movie -- either half -- is apt to be better than the whole.",2003-05-20,12688.0,Howard the Duck
Richard T. Jameson,rotten,142688.0,Mr. Showbiz,Plenty of talent is wasted here.,2000-01-01,12938.0,The Ninth Gate
Jan Stuart,fresh,142688.0,Newsday,"It overstays its welcome by 20 minutes or so, just long enough for us to begin to feel a little silly for having so much fun.",2000-01-01,12938.0,The Ninth Gate
Louis B. Parks,rotten,142688.0,Houston Chronicle,"On a scene-by-scene basis, it sometimes entertains, but never amounts to anything.",2000-01-01,12938.0,The Ninth Gate
Jonathan Foreman,rotten,142688.0,New York Post,"The worst occult film to star big-name actors in many years, and a startlingly inept and unsatisfying piece of storytelling.",2000-01-01,12938.0,The Ninth Gate
Steve Murray,rotten,142688.0,Atlanta Journal-Constitution,"Watching The Ninth Gate is like being force-marched through dank rooms piled high with musty books, led by drab tour guides who mutter the same pedantic points over and over.",2000-01-01,12938.0,The Ninth Gate
Roger Ebert,rotten,142688.0,Chicago Sun-Times,"I kept hoping Polanski would take the plot by the neck and shake life into it, but no.",2000-01-01,12938.0,The Ninth Gate
Elvis Mitchell,rotten,142688.0,New York Times,"About as scary as a sock-puppet re-enactment of The Blair Witch Project, and not nearly as funny.",2000-01-01,12938.0,The Ninth Gate
Lisa Schwarzbaum,rotten,142688.0,Entertainment Weekly,"Early on I thought I could almost smell the sharp must of the leather bindings ... but that scent was just the aroma of middle-brow, art-house Euro-rot, a whiff of decay and hauteur.",2000-01-01,12938.0,The Ninth Gate
David Hunter,rotten,142688.0,Hollywood Reporter,The film never gets around to illuminating much about the lead character.,2000-01-01,12938.0,The Ninth Gate
